[["LUFT","BLÆSE","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","trykluft, trykaflastning, frigivelse, puff, sputter, flutter, flutter, rensning"],
["DØRE","SVINGDØR","DOORRevl","DOOR","Classic revolving doors used as entries to hotels, banks, malls.","revolve, rotere, svingdør, hotel, lufthavn, indkøbscenter"],
["DØRE","SKYDEDØR","DOORSlid","DOOR","Manual sliding doors, such as a patio door, sliding shower doors. Electric sliding doors to DOORS-ELECTRIC.","glasskydedør, terrassedør, brusedør"],
["DØRE","STEN","DOORSton","DOOR","Mostly a fantasy type door, but think Gates of Moria, big tombstone vault doors.","grav, krypt, tempel, mausoleum, hemmelig indgang"],
["DØRE","SVINGDØR","DOORSwng","DOOR","Swinging doors, like old-west saloon or church pulpit doors. Doors on swinging springs.","saloon dør, trafikdør, restaurantdør, kirkedør, kirkekontor dør"],
["DØRE","TRÆ","DOORWood","DOOR","Wood doors, home, school, most general door category probably.","indgang, hoveddør, garderobe"],
["SKUFFER","METAL","DRWRMetl","DRWR","Metal drawers like on a toolbox.","værktøjskasse, reolskuffe, arkivskab, kasseapparat, sikkerhedsskuffe"],
["SKUFFER","DIVERSE","DRWRMisc","DRWR","Drawer sounds not fitting another category in this list.","diverse"],
["SKUFFER","PLASTIC","DRWRPlas","DRWR","Plastic drawers, maybe on a parts bin.","reservedelsbakke, skrivebordsarrangement"],
["SKUFFER","TRÆ","DRWRWood","DRWR","Kitchen drawers, bathroom drawers. Most drawers would probably fall into this category.","køkkenskuffe, badeværelsesskuffe"],
["ELEKTRICITET","LYSBUE","ELECArc","ELEC","A longer movement of electricity, think Jacob's ladder, or a power station switching arc when decoupled.","jacobsstige, tesla-spole, ark, bue, kraftværk, elektrochok"],
["ELEKTRICITET","SUMME OG BRUMME","ELECBuzz","ELEC","Ground hum, buzzes, steady electrical hums, guitar pickup hum, amp hum. Any steady electric hum or buzz.","jordbrum, forstærkerbrum, forstærkerbrum, højttalerbrum, højttalerbrum, brum, brum, brum, induktionsbrum"],
["ELEKTRICITET","ELEKTROMAGNETISK","ELECEmf","ELEC","Electromagnetic field recordings specifically.","emf, spole, pickup, induktion"],
["ELEKTRICITET","DIVERSE","ELECMisc","ELEC","Electric sounds not fitting another category in this list.","diverse"],
["ELEKTRICITET","GNISTER","ELECSprk","ELEC","Think sparklers, or a downed power line emitting sparks, welding... A singular spark would probably be a ZAP.","gnist, svejsning, sputter, kortslutning"],
["ELEKTRICITET","ZAP","ELECZap","ELEC","A short, shocking fast percussive electrical sound. Or a repetition of short fast sounds. A taser is a series of ZAPS.","udladning, tase, taser, elektrochok, elektrochok"],
["UDSTYR","HOVEDTØJ OG TACK","EQUIPBridle","EQUIP","Equipment for animals use. Horse bridle, reigns, leashes, harnesses, dog leashes, saddle straps.","tøjle, tøjler, tøjle, tøjlesnor, sele, hundesnor, sadelrem"],
["UDSTYR","HØJTEKNOLOGISK","EQUIPTech","EQUIP","Hi-Tech gear, things like spacesuits, complex suits with lots of gizmos or complex parts.","rumdragt, brugsbælte"],
["UDSTYR","DIVERSE","EQUIPMisc","EQUIP","Equipment sounds not fitting another category in this list. See also TOOLS and OBJECT categories.","diverse"],
["UDSTYR","REKREATIV","EQUIPRec","EQUIP","Recreational gear, like backpacks, hiking gear, rock climbing harnesses, camping tents. Specifically outdoor recreation. See also OBJECTS-GYM.","rygsæk, vandretur, vandring, bjergbestigning, klatring, klatring, bjergbestigning, lejr, telt"],
["UDSTYR","SPORT","EQUIPSprt","EQUIP","Gear worn while playing sports, American football shoulder pads, hockey gear, etc.","skulderbeskytter, knæbeskytter, skinnebensbeskytter, sportsstrop"],
["UDSTYR","TAKTISK","EQUIPTact","EQUIP","Military and police belts, bandoliers, ammo belts. Military gear, troop gear.","bælte, taktisk, arbejdsbælte, ammunitionsbælte, politi, militær, bandoler"],
["EKSPLOSION","DESIGNET","EXPLDsgn","EXPL","Designed or stylized explosions and sweeteners. Hyperreal explosions.","shockwave, sødemiddel, ekko"],
["EKSPLOSION","DIVERSE","EXPLMisc","EXPL","Explosion sounds not fitting another category in this list.","detonation"],
["EKSPLOSION","VIRKELIG","EXPLReal","EXPL","Real explosion recordings, realistic explosions, not overly stylized. (FIREWORKS has its own category)","bang, implosion, knæk, knald"],
["PRUTTER","DESIGNET","FARTDsgn","FART","Fake or designed farts, whoopie cushion, flarp, mouth farts.","putty, razzberry, raspberry, whoopie cushion, flarp, armhule, fartbag, balloon"],
["PRUTTER","DIVERSE","FARTMisc","FART","Fart sounds not fitting another category in this list.","dyreprut"],
["PRUTTER","VIRKELIG","FARTReal","FART","Real recordings of farts.","menneskelig prut, flatulens, pyt, pyt, pyt"],
["SLÅSKAMP","BODYFALL","FGHTBf","FGHT","Bodyfalls, but probably also body scuffles on ground, from simple to complex. On any surface.","bodyfall, body drag, scuffle, body slam, tackle"],
["SLÅSKAMP","KLÆDE","FGHTClth","FGHT","Active or big scuffling cloth, big fight cloth movement.","kampdug, gribe, snuppe, klud, kludstød, kludslag"],
["SLÅSKAMP","TAGE FAT","FGHTGrab","FGHT","Big arm grabs, hand or arm blocks as well as they're similar sounds, grappling during wrestling or martial arts.","kamp, gribe, gribe, gribe, bryde, judo"],
["SLÅSKAMP","SLAG/SAMMENSTØD","FGHTImpt","FGHT","Fight impacts, blocks, kicks and punches. BODYFALLS has its own subcategory here, as do GRABS.","slag, spark, kropsslag, slag, slag, smæk, slagsmål, skub, stød, sok, uppercut, stød"],
["SLÅSKAMP","DIVERSE","FGHTMisc","FGHT","Fight sounds not fitting another category in this list.","diverse"],
["ILD","BRÆNDER","FIREBurn","FIRE","Covers normal fire burning, mostly roars, not isolate fire crackle, which have their own category. See also new FIRE-TURBULENT category.","bål, bål, lejrbål, buskbrand, bygningsbrand, flammer, inferno, forbrænding, brænde, tinder, bål"],
["ILD","UDBRUD","FIREBrst","FIRE","A sharp and loud release of fire, covers fire bursts, big flare ups. Think a backdraft explosion of fire. A flamethrower. Usually a single event.","bagudkast, dragebrand, opsluge, opsluge"],
["ILD","KNITRE","FIRECrkl","FIRE","Specifically crackly fire elements, isolated crackle, or a very crackly fire, good for layering to other fire.","pop, spyt, knæk, gnist, gnistre"],
["ILD","GAS","FIREGas","FIRE","Gas burners as you'd find in a kitchen stove or gas grill. That sort of hissy or airy fire burn. Crematoriums and furnaces.","gasgrill, bunsenbrænder, ovn, campingkomfur, køkkenkomfur, krematorium, gaskomfur"],
["ILD","ANTÆNDE","FIREIgn","FIRE","Fire ignites, including matches, lighters. That initial spark of ignition of a fire.","tændstik, lighter, zippo, opflammer, bryder ud, flammer op, flammer op, opflammer"],
["ILD","DIVERSE","FIREMisc","FIRE","Fire sounds not fitting another category in this list.","diverse"],
["ILD","SYDE","FIRESizz","FIRE","Glowing red pokers, fuses, coal embers when extinguished, sauna rocks when water is poured on them. Glowing red hot.","ildrager, lunte, sikring, sikringsbrænding"],
["ILD","FAKKEL","FIRETrch","FIRE","Constant torches and torch movement, that phasey fire sound as a torch is moved around.","flare, lunte, lunte, fakkel, ildstift, flammende pind, cresset"],
["ILD","TURBULENT","FIRETurb","FIRE","Wildly whooshing turbulent violent fire. Larger than just burning, think fire tornado. Extreme moving fire.","ild hvirvel, voldsom ild, flammekaster, ildtornado, opsluge, bagudkast"],
["ILD","WHOOSH","FIREWhsh","FIRE","Big whooshy fire events like a fireball through the air.","ildkugle, flamme, molotov, flare, bagudkast"],
["FYRVÆRKERI","KOMMERCIEL","FRWKComr","FRWK","Large commercial fireworks, mortars, as on the 4th of July. Full displays or single large mortars.","morter, fyrværkeri, fyrværkeri, pyroteknik, kaboom, granat, fyrværkeri"],
["FYRVÆRKERI","DIVERSE","FRWKMisc","FRWK","Firework sounds not fitting another category in this list.","diverse"],
["FYRVÆRKERI","REKREATIV","FRWKRec","FRWK","Small store-bought, recreational fireworks, firecrackers and roman candles and bottle rockets.","fyrværkeri, m80, gnist, flaskeraket, røgbombe, springbombe, romerlys, popper, kirsebærbombe"],
["FOLEY","KLÆDE","FOLYClth","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","susen, bevægelse, bevægelse, mvmt, zuzz"],
["FOLEY","TRIN","FOLYFeet","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","fod, sko, fodtrin, overflade"],
["FOLEY","HÆNDER","FOLYHand","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","klap, gribe, håndtag, sæt"],
["FOLEY","DIVERSE","FOLYMisc","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","diverse"],
["FOLEY","GENSTAND","FOLYProp","FOLY","Used for 'performed' official and very clean Foley done to picture. For your own wild recordings use FOOTSTEPS and OBJECT categories.","rekvisit, rekvisitter"],
["MAD & DRIKKE","MADLAVNING","FOODCook","FOOD","Things overtly related to cooking, baking, preparation, chopping.","hakke, skære, skære i skiver, skære i tern, blande, blande, piske, sautere, stege, koge, koge, grille, syde, dampe, stege, gryde, røre, sautere"],
["MAD & DRIKKE","DRIKKE","FOODDrnk","FOOD","Specifically drinking, would also cover animals drinking, dogs lapping water, a horse drinking.","nippe, slurpe, drikke, sluge, sluge, sluge, drikke, sluge, sluge, sluge, sluge, sluge, sluge"],
["MAD & DRIKKE","SPISE","FOODEat","FOOD","Specifically eating, would also cover animals eating, a dog eating or a horse eating. Swallowing, chewing.","spise, knuse, tygge, sluge, gnaske, gnaske, gnaske, bide, indtage, indtage, forbruge, fest, fodre"],
["MAD & DRIKKE","GLASVARER","FOODGware","FOOD","Glass and bottle movement, specifically at a restaurant or bar. Isolated glassware recordings.","flaske, glas, kop, kande, kande, karaffel, dåse"],
["MAD & DRIKKE","INGREDIENSER","FOODIngr","FOOD","Nuts, seeds, grains, things like that. Raw food recordings often used for other design purposes, vegetable recordings. See also GORE-SOURCE.","nødder, frø, korn, grøntsager, frugt, konserves, korn, kød, havre, majs, kornprodukter"],
["MAD & DRIKKE","KØKKENUDSTYR","FOODKware","FOOD","Pots and pans movement, big metal bowls, prep bowls.","gryde, gryde, gryde, gryde, gryde, stegepande, kasserolle"],
["MAD & DRIKKE","DIVERSE","FOODMisc","FOOD","Food and Drink sounds not fitting another category in this list.","diverse"],
["MAD & DRIKKE","HÆLDE","FOODPour","FOOD","Pouring liquid, water, beer, wine, champagne, etc. Some overlap with WATER-POUR, but specifically consumption liquids.","hælde, flyde, spilde, servere"],
["MAD & DRIKKE","SERVICE","FOODTware","FOOD","Silverware and/or plate movement, in a restaurant or dinner at home. GLASSWARE it's own subcategory.","Sølvbestik, redskaber, glas klirrer"],
["TRIN","DYR","FEETAnml","FEET","Individual animal footsteps, dog, elephant. Group animals like a herd or stampede to MOVEMENT-ANIMALS. See also FOOTSTEPS-HORSE,","gå, løbe, sprinte"],
["TRIN","UHYRE","FEETCrea","FEET","Monster feet, Put dinosaur feet in here too, but also for small fantasy creatures.","dinosaur, skabning, dyr, drage, mytisk"],
["TRIN","HEST","FEETHors","FEET","All manner of horse feet, from single to running.","gå, trave, galop, hove, hove, galop, galop"],
["TRIN","MENNESKE","FEETHmn","FEET","Human feet, any surface, barefoot, shoes, it all goes here.","gå, løbe, gå, jogge, sprinte, hoppe, springe, springe, hoppe, humpe, vandre, skridt, skridt, fodtrin, fødder, trin, klatre"],
["TRIN","DIVERSE","FEETMisc","FEET","Footstep sounds not fitting another category in this list.","diverse"],
["SPIL","ARKADE","GAMEArcd","GAME","Not for arcade ambience, which would go under AMBIENCE-AMUSMENT, but for specific Pinball machines, upright video games, games of skill like Skeeball.","flippermaskine, whack-a-mole, skeeball, klo-maskine"],
["SPIL","BRÆTSPIL","GAMEBoard","GAME","Board games with pieces, think Monopoly, Risk, chess, checkers.","skak, dam, go, backgammon"],
["SPIL","KASINO","GAMECas","GAME","Casino slot machines, Keno machines, roulette, craps.","roulette, spilleautomat, craps, moneywheel, keno, pokermaskine"],
["SPIL","DIVERSE","GAMEMisc","GAME","Game sounds not fitting another category in this list. Cards would go here. Jenga.","poker, kort, jenga, terninger, knojern, knojern,"],
["SPIL","VIDEO","GAMEVideo","GAME","Console video games from Atari to PS5, designed fake video games for consoles like Playstation.","atari, ps4, xbox one, xbox 360, amstrad, famicom, snes, gameboy, nintendo 64, playstation, megadrive, psp"],
["GEOTERMISK","FUMAROLE","GEOFuma","GEO","Geothermal steam vent. A hole, crack or fizzure releasing gases.","dampventil, geotermisk, fumarol"],
["GEOTERMISK","GEJSER","GEOGeyser","GEO","Geysers and eruptions, as you'd find in Yellowstone.","tud, sprøjte, boble, koge"],
["GEOTERMISK","LAVA","GEOLava","GEO","Lava flows, crackles, could be some overlap with FIRE, but overtly lava sounding things go here.","lava, strøm, knitren, tyktflydende, flammer, rumler, vulkan"],
["GEOTERMISK","DIVERSE","GEOMisc","GEO","Geothermal sounds not fitting another category in this list.","boblende varm pool"],
["GEOTERMISK","MUDDERHUL","GEOMudpot","GEO","Mudpots and paint pots, popping liquidy mud sounds.","muddergryde, malergryde, tjæregrav, mudder, bobler, glop"],
["GLAS","KNÆKKER","GLASBrk","GLAS","Glass singular breaks, so a bottle smash, or a window shatter.","glas knuse, smadre, splintre"],
["GLAS","SMADRE/NEDSLAGSRESTER","GLASCrsh","GLAS","Glass crashes and debris, so multiple items crashing, and isolated glass shards and debris.","skår, fragment, sammenstyrtning, skrot"],
["GLAS","FRIKTION","GLASFric","GLAS","Glass friction, such as a scrape or squeak. Could be some overlap with GLASS-TONAL.","stress, skrabning, knirken, knirke, knirke, skrækken"],
["GLAS","HÅNDTERING","GLASHndl","GLAS","Glass objects being handled, grabbing a bottle or glass. Some overlap with GLASS-MOVEMENT.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["GLAS","RAMMER","GLASImpt","GLAS","Glass impacts without breaking, so a bottle hit that doesn't break, a bottle dropping to the ground but not breaking.","ramme, falde, slå, stød, klirre"],
["GLAS","DIVERSE","GLASMisc","GLAS","Glass sounds not fitting another category in this list.","diverse"],
["GLAS","BEVÆGELSE","GLASMvmt","GLAS","Glass movement, such as a case of bottles rattling, or a bottle rolling on the floor. See also GLASS-HANDLE.","rasle, rulle, ping, klirre"],
["GLAS","TONALE","GLASTonl","GLAS","Glass tonal sounds, like bowed blass, a glass harmonica, or a bowed crystal bowl.","resonere, ringe, klang, tonal, glasharmonika, krystalskål"],
["BLODSUDGYDELSE","BLOD","GOREBlood","GORE","Gore blood sounds, dripping and flowing. Likely some overlap with LIQUID & MUD, but this for particularly 'gory' versions.","dryppe, flyde, sprøjte, sprøjte, sprøjte"],
["BLODSUDGYDELSE","KNOGLE","GOREBone","GORE","Gore bones, bones crunching, snapping, break. Put creature JAW SNAPS here too.","knogle knæ knækker, knogle knækker, knogle knækker, knogle knækker, knogle knækker, knogle knækker, knogle knækker, kæber"],
["BLODSUDGYDELSE","BRÆNDE","GOREBurn","GORE","Gore flesh sizzling, possible overlap with FIRE-SIZZLING, but this more exaggerated for flesh burning.","bruse, ætsning, ætsning, seer, brand"],
["BLODSUDGYDELSE","KØD","GOREFlsh","GORE","Gore flesh tearing, ripping, peeling. Very graphic flesh sounds. A monster ripping someone apart.","rive, skrælle, rive, rive, flå, rive, tarm, kød, sår, sår"],
["BLODSUDGYDELSE","DIVERSE","GOREMisc","GORE","Gore sounds not fitting another category in this list.","diverse"],
["BLODSUDGYDELSE","SIVE","GOREOoze","GORE","Gore gross oozing liquid, open wounds, possible overlap with LIQUID categories, but this hyperreal and over the top.","slim, slim, flyde, gelatine"],
["BLODSUDGYDELSE","KILDE","GORESrce","GORE","Recordings meant as source for GORE sounds, smashing a watermelon, stabbing a pumpkin, etc.","goosh, squish, goop, slim, slim, slim, slim, glop, organ, tarm, saftig, goo, splat, ooze, rip, peel, stab, tear, rend, tarm, kød, sår, skive, spidde, saftig, splat"],
["BLODSUDGYDELSE","SPLAT","GORESplt","GORE","Gore splats, gross splats of gooey stuff. A body or head exploding and hitting the wall. Hyperreal.","goosh, squish, goop, slim, slim, slim, slim, glop, organ, tarm, saftig, goo, splat"],
["BLODSUDGYDELSE","KLEMME","GORESqsh","GORE","Gore squishes, disgusting squishes or flesh and organs. A dinosaur stepping on a person and squishing them.","squish, kød, kød, organ, slim, tarm, saftig, splat"],
["BLODSUDGYDELSE","STIKKE","GOREStab","GORE","Gore sharp stabs and sword pulls. That classic sound of someone being impaled. More crunchy than a SQUISH.","skære, spidde, stikke, skære, hugge, hugge, hugge i stykker"],
["SKYDEVÅBEN","ANTIK","GUNAntq","GUN","Old black powder weapons, muskets.","muzzleloader, musket, sortkrudt, flintlås, langriffel, ildlans"],
["SKYDEVÅBEN","ARTILLERI","GUNArtl","GUN","Modern big guns, guns that launch shells. Not CANNONS which have their own group.","haubits, luftværnskanon, missilkaster, bazooka, morter, raket, flåde"],
["SKYDEVÅBEN","AUTOMATISK","GUNAuto","GUN","Fully automatic capable weapons, even when firing singly. Machine guns.","ak-47, m16, maskinpistol, tommy gun, uzi, m249, M1919, gatling gun, minigun, "],
["SKYDEVÅBEN","KANON","GUNCano","GUN","Pirate and Civil War cannons, for modern artillery see GUNS-ARTILLERY.","blunderbuss, håndkanon, kanon, sortkrudt"],
["SKYDEVÅBEN","HÅNDTERING","GUNHndl","GUN","Alongside GUN-MECHANISM, but specifically gun handling, grabs, holstering, dropping, catching.","hylster, pistol, pistol, pistolgreb, pistolfanger, pistolfald, pistolladning"],
["SKYDEVÅBEN","HØJTEKNOLOGISK","GUNTech","GUN","Not quite a sci-fi Laser Gun, but something more advanced than a normal gun, a rail gun for example.","skinnepistol, spionpistol"],
["SKYDEVÅBEN","MEKANISME","GUNMech","GUN","Gun various mechanical sounds, clips, cocking, bolt slides.","clip, spænding, pistolraslen, bolt slide, magasin, kugleladning, pistolspids"],
["SKYDEVÅBEN","DIVERSE","GUNMisc","GUN","Gun sounds not fitting another category in this list. BULLETS has its own category.","nødbluspistol, luftpistol, paintballpistol"],
["SKYDEVÅBEN","PISTOL","GUNPis","GUN","Handguns and pistols.","9mm, pistol, revolver, glock, håndvåben, colt, smith & wesson, sig sauer, luger, walther ppk, browning, ruger, beretta"],
["SKYDEVÅBEN","RIFFEL","GUNRif","GUN","Rifles, single shot and semi-automatic.","riffel, mauser, casull, arisaka, luger, karabin, powell, sniper, jagt, halvautomatisk"],
["SKYDEVÅBEN","HAGLGEVÆR","GUNShotg","GUN","Shotguns, single, dual, pump.","haglgevær, dobbeltløbet, mossberg, winchester, kuskpistol"],
["SKYDEVÅBEN","LYDDÆMPET","GUNSupr","GUN","Silenced Weapons, silencers.","lyddæmpet, lyddæmper"],
["HORN","LUFTDREVET","HORNAir","HORN","Air horns, as in handheld compressed air horns, huge factory air horns. A fog horn. BOATS-HORN has it's own category for ship and ferry horns, as does TRAINS-HORN.","tågehorn, lufthorn, fabrikshorn"],
["HORN","FEJRING","HORNCele","HORN","Party horns, from small party horns to vuvuzelas.","festhorn, vuvuzela"],
["HORN","DIVERSE","HORNMisc","HORN","Horn sounds not fitting another category in this list, for example hunting calls. Not brass musical instruments which has it's own category in MUSICAL.","jagthorn, elgkald, andekald, rævehorn, jagthorn"],
["HORN","TRADITIONEL","HORNTrad","HORN","Rams horns, conches, alpine horns, old traditional horns, medieval battle horns.","shofar, konkylie, konkylie, kamphorn, alpehorn, alpehorn, alpehorn, alpehorn"],
["MENNESKE","BLÆSE","HMNBlow","HMN","Blowing air, blowing up a balloon, blowing out candles, etc. See also HUMAN-BREATH for less forceful breathing.","blæse, udånde"],
["MENNESKE","VEJRTRÆKNING","HMNBrth","HMN","Breathing, normal to heavy, big inhales, sighs.","åndedræt, suk, indånding, udånding, gisp, gisp, gisp, pust, hvæs, hvæsen, hvæsen, hvæsen, vejrtrækning, indånding, udånding"],
["MENNESKE","BØVS","HMNBurp","HMN","Human belches, burps.","bøvse, bøvse, hikke, hikke"],
["MENNESKE","HOSTE","HMNCough","HMN","Human coughs and coughing.","hakker, hæs, hæs, rømmer sig, rømmer sig i halsen"],
["MENNESKE","HJERTESLAG","HMNHart","HMN","Heartbeats, both literal as in a Dr. office, and stylized or designed heartbeats.","hjertebanken, bumbum, bumbum"],
["MENNESKE","KYS","HMNKiss","HMN","Human kissing.","kysse, kysse, kysse"],
["MENNESKE","DIVERSE","HMNMisc","HMN","Human sounds not fitting another category in this list.","diverse"],
["MENNESKE","TISSE","HMNPee","HMN","Human urinating.","tisse, tisse, tisse, tisse, tisse, tisse, tisse, tisse, tisse"],
["MENNESKE","HUD","HMNSkin","HMN","Human skin, Scratching, handshakes, skin on skin action, back rubbing, etc.","gnidning, kradse, hud, kløe, slag, håndtag, håndtryk, kærtegn, gnide, rygmassage"],
["MENNESKE","NYSE","HMNSneez","HMN","Human sneezing.","nyser, ah-choo"],
["MENNESKE","LUGTE","HMNSniff","HMN","Human sniffing, smelling.","snuse, snuse, lugte, snuse, snøfte"],
["MENNESKE","SNORKE","HMNSnor","HMN","Human snoring.","snorke, zzz, forstoppet, tung vejrtrækning, apnø"],
["MENNESKE","SPYTTE","HMNSpit","HMN","Human spits.","spytte, hock, spytte, spyt, spytklat, savle"],
["MENNESKE","BRÆK","HMNVomit","HMN","Human vomiting.","brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig, brække sig"],
["IS","BRÆKKE","ICEBrk","ICE","Ice cracks, breaks, shatters. Any ice breaking that is fairly singular or isolated, large or small.","knække, revne, rive, splintre, knuse, knuse"],
["IS","SMADRE/NEDSLAGSRESTER","ICECrsh","ICE","Ice large crashes and isolated debris go here. Iceberg calving.","styrt, fald, skrot"],
["IS","FRIKTION","ICEFric","ICE","Dry ice may go here, but often it's a metallic sound too, but ice scrapes, squeaks, creaks.","stress, skraber, knirker, knirker, knirker, skriger"],
["IS","HÅNDTERING","ICEHndl","ICE","Ice handling, picking up ice. Some overlap with ICE-MOVEMENT possible.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["IS","RAMMER","ICEImpt","ICE","Pieces of ice dropping (without breaking). Ice hits, solid ice impacts that don't break.","slå, falde, stød, crash, klumpe, klonk, klirre, klirre, hakke"],
["IS","DIVERSE","ICEMisc","ICE","Ice sounds not fitting another category in this list.","diverse"],
["IS","BEVÆGELSE","ICEMvmt","ICE","Ice sliding or rattling, maybe an object sliding across ice. See also ICE-HANDLE.","trække, rulle, rasle, ryste, ryste"],
["IS","TONALE","ICETonl","ICE","Tonal ice sounds, probably fairly rare, but that ice ping on a frozen lake would be one example.","bue, ring, shing"],
["LASER","STRÅLE","LASRBeam","LASR","Steady laser beams, not a laser gun. So a James Bond style laser, a scientific laser.","stråle, gamma, stråle"],
["LASER","PISTOL","LASRGun","LASR","Classic laser guns, blasters, laser cannons. That thing that Ben Burtt made famous.","plasmavåben, blaster, laserkanon"],
["LASER","RAMME","LASRImpt","LASR","Classic laser impact sounds, from blaster hits.","laser, blaster, slag, slag, hit, sizzle"],
["LASER","DIVERSE","LASRMisc","LASR","Laser sounds not fitting another category in this list.","diverse"],
["LÆDER","KNIRKER/KNAGER","LETHRCreak","LETHR","Leather creaks, jacket and bag creaks, saddle movements. Any creaking leather.","knirke, stress, spænding"],
["LÆDER","HÅNDTERING","LETHRHndl","LETHR","Leather handling, picking up a leather bag, putting on a leather jacket maybe. Some overlap with LEATHER-MOVEMENT possible.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["LÆDER","RAMME/NEDSLAG","LETHRImpt","LETHR","Hits and impacts of leather, leather bag or saddle dropping.","hit, impact, grab, thud, thump, thump"],
["LÆDER","DIVERSE","LETHRMisc","LETHR","Leather sounds not fitting another category in this list.","diverse"],
["LÆDER","BEVÆGELSE","LETHRMvmt","LETHR","Movement of Leather, definitely overlap with LEATHER-CREAK and LEATHER-HANDLE.","flap, flop, susen, mvmt, glide"],
["VÆSKE OG MUDDER","BOBLER","LIQBubl","LIQ","Mud and thicker than water, thick bubbles, viscous liquid. Things like Oil, gloopy thick liquids.","boble, skum, pop, mudder"],
["VÆSKE OG MUDDER","RAMME/NEDSLAG","LIQImpt","LIQ","Mud and thicker than water, Splats and hit. Things like Oil, gloopy thick liquids.","splat, splatter, hit, impact, plop, kerplunk, plunk, plunk, mudder"],
["VÆSKE OG MUDDER","DIVERSE","LIQMisc","LIQ","Mud and thicker than water sounds not fitting another category in this list.","diverse"],
["VÆSKE OG MUDDER","BEVÆGELSE","LIQMvmt","LIQ","Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.","slim, slim, slim, slim, mudder"],
["VÆSKE OG MUDDER","SUGNING","LIQSuct","LIQ","Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.","suge, slurp, glomp, plunger, mudder"],
["MASKINER","FORLYSTELSE","MACHAmus","MACH","Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.","rutsjebane, karrusel, scrambler, tilt-a-whirl, kiddy ride, forlystelse i forlystelsespark, pinball, skeeball"],
["MASKINER","ANTIK","MACHAntq","MACH","Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","trykpresse, symaskine, olivenpresse, smørkærne"],
["MASKINER","APPARAT","MACHAppl","MACH","General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","ovn, køleskab, køleskab, blender, foodprocessor, hårtørrer, ismaskine, vaskemaskine, tørretumbler, strygejern, kaffemaskine, opvaskemaskine, elektrisk dåseåbner, skraldespand, luftfugter, affugter, symaskine, brødrister, vaffelmaskine, stegepande, kogeplade"],
["MASKINER","KONSTRUKTION","MACHCnst","MACH","A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","kran, cementblander, flishugger"],
["MASKINER","ELEVATOR","MACHElev","MACH","Elevator movement and doors would go here.","paternoster, fragtelevator, personelevator, elevator, elevator"],
["MASKINER","RULLETRAPPE","MACHEscl","MACH","Escalators and moving walkways would go here.","travelator, rullende gangbro"],
["MASKINER","VENTILATOR","MACHFan","MACH","Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.","ventilator, loftsventilator, kasseventilator, industriventilator, bladaløs ventilator"],
["MASKINER","HAVE","MACHGrdn","MACH","Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","plæneklipper, ukrudtshakker, kantskærer, motorsav, trimmer, stangsave, mulcher, kultivator"],
["MASKINER","GYM","MACHGym","MACH","Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","løbebånd, eliptical, romaskine, motionscykel, stationær cykel, nordictrack, trappemaskine."],
["MASKINER","HØJTEKNOLOGISK","MACHTech","MACH","Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","gadget, digital, håndholdt"],
["MASKINER","VENTILATIONSANLÆG","MACHHvac","MACH","Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","aircon, aircondition, klimaanlæg, opvarmning."],
["MASKINER","INDUSTRIEL","MACHInd","MACH","Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","hydraulisk presse, samlebånd, destilleri, stansepresse, formpresser+F437:F450"],
["MASKINER","MEKANISME","MACHMech","MACH","Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","puslekasse, rube goldberg, dims"],
