[["ПОВІТРЯ","ПОТІК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","стиснене повітря, розгерметизувати, випускати, пихкати, бризкати, тріпотіти, продувати"],
["КРОВОПРОЛИТТЯ","ПОЧАТКОВИЙ РЕСУРС","GORESrce","GORE","Recordings meant as source for GORE sounds, smashing a watermelon, stabbing a pumpkin, etc.","гуснути, хлюпнути, хлюпнути, слизнути, сочитися, хлюпнути, орган, кишка, соковитий, слизнути, хлюпнути, сочитися, рвати, лущити, колоти, рвати, розривати, кишка, м'ясо, рана, нарізати, колоти, соковитий, хлюпнути"],
["КРОВОПРОЛИТТЯ","БРИЗКИ","GORESplt","GORE","Gore splats, gross splats of gooey stuff. A body or head exploding and hitting the wall. Hyperreal.","хлюпати, хлюпати, хлюпати, слиз, сочитися, хлюпати, орган, кишка, соковитий, хлюпати, хлюпати"],
["КРОВОПРОЛИТТЯ","РОЗПЛЮЩЕННЯ","GORESqsh","GORE","Gore squishes, disgusting squishes or flesh and organs. A dinosaur stepping on a person and squishing them.","хлюпати, м'ясо, орган, хлюпати, кишка, соковитий, хлюпати"],
["КРОВОПРОЛИТТЯ","ПРОКОЛЮВАННЯ","GOREStab","GORE","Gore sharp stabs and sword pulls. That classic sound of someone being impaled. More crunchy than a SQUISH.","різати, колоти, колоти, різати, різати, різати, різати, розчленовувати"],
["ВОГНЕПАЛЬНА ЗБРОЯ","СТАРОВИННА","GUNAntq","GUN","Old black powder weapons, muskets.","дульнозарядний, мушкет, чорний порох, кресало, довгоствольна рушниця, вогняний спис"],
["ВОГНЕПАЛЬНА ЗБРОЯ","АРТИЛЕРІЯ","GUNArtl","GUN","Modern big guns, guns that launch shells. Not CANNONS which have their own group.","гаубиця, зенітна установка, ракетна установка, базука, міномет, реактивна, морська"],
["ВОГНЕПАЛЬНА ЗБРОЯ","АВТОМАТИЧНА","GUNAuto","GUN","Fully automatic capable weapons, even when firing singly. Machine guns.","ак-47, м16, кулемет, пістолет-кулемет, узі, м249, м1919, пістолет гатлінга, міні-пістолет, "],
["ВОГНЕПАЛЬНА ЗБРОЯ","ГАРМАТА","GUNCano","GUN","Pirate and Civil War cannons, for modern artillery see GUNS-ARTILLERY.","мушкетон, ручний кулемет, гармата, чорний порох"],
["ВОГНЕПАЛЬНА ЗБРОЯ","УПРАВЛІННЯ","GUNHndl","GUN","Alongside GUN-MECHANISM, but specifically gun handling, grabs, holstering, dropping, catching.","кобура, пістолет, пістолет, пістолетний захват, пістолетний улов, пістолетний падіння, пістолетний заряд"],
["ВОГНЕПАЛЬНА ЗБРОЯ","ВИСОКОТЕХНОЛОГІЧНА","GUNTech","GUN","Not quite a sci-fi Laser Gun, but something more advanced than a normal gun, a rail gun for example.","рейкова рушниця, шпигунська рушниця"],
["ВОГНЕПАЛЬНА ЗБРОЯ","МЕХАНІЗМ","GUNMech","GUN","Gun various mechanical sounds, clips, cocking, bolt slides.","обойма, зведення, брязкальце, затвор, затворна рама, магазин, заряджання кулею, курок пістолета"],
["ВОГНЕПАЛЬНА ЗБРОЯ","РІЗНЕ","GUNMisc","GUN","Gun sounds not fitting another category in this list. BULLETS has its own category.","ракетниця, пневматичний пістолет, пейнтбольний пістолет"],
["ВОГНЕПАЛЬНА ЗБРОЯ","ПІСТОЛЕТ","GUNPis","GUN","Handguns and pistols.","9мм, пістолет, револьвер, глок, пістолет, кольт, сміт енд вессон, сіг зауер, люгер, вальтер ппк, браунінг, ругер, беретта"],
["ВОГНЕПАЛЬНА ЗБРОЯ","ГВИНТІВКА","GUNRif","GUN","Rifles, single shot and semi-automatic.","гвинтівка, маузер, карабін, арісака, люгер, карабін, пауелл, снайперська, мисливська, напівавтомат"],
["ВОГНЕПАЛЬНА ЗБРОЯ","ДРОБОВИК","GUNShotg","GUN","Shotguns, single, dual, pump.","рушниця, двостволка, моссберг, вінчестер, каретка"],
["ВОГНЕПАЛЬНА ЗБРОЯ","З ГЛУШНИКОМ","GUNSupr","GUN","Silenced Weapons, silencers.","безшумна, глушник"],
["ГОРНИ","ПОВІТРЯНІ","HORNAir","HORN","Air horns, as in handheld compressed air horns, huge factory air horns. A fog horn. BOATS-HORN has it's own category for ship and ferry horns, as does TRAINS-HORN.","туманний ріжок, повітряний ріжок, заводський ріжок"],
["ГОРНИ","СВЯТО","HORNCele","HORN","Party horns, from small party horns to vuvuzelas.","святковий ріжок, вувузела"],
["ГОРНИ","РІЗНЕ","HORNMisc","HORN","Horn sounds not fitting another category in this list, for example hunting calls. Not brass musical instruments which has it's own category in MUSICAL.","мисливський ріжок, лосиний ріжок, качиний ріжок, лисячий ріжок"],
["ГОРНИ","ТРАДИЦІЙНІ","HORNTrad","HORN","Rams horns, conches, alpine horns, old traditional horns, medieval battle horns.","шофар, мушля, мушля, бойовий ріг, альфонс, альпійський ріг, альпенгорн"],
["ЛЮДИНА","ПОТІК","HMNBlow","HMN","Blowing air, blowing up a balloon, blowing out candles, etc. See also HUMAN-BREATH for less forceful breathing.","подути, видихнути"],
["ЛЮДИНА","ДИХАННЯ","HMNBrth","HMN","Breathing, normal to heavy, big inhales, sighs.","дихати, зітхати, вдихати, видихати, задихатися, пихкати, хрипіти, пихкати, пихкати, пихкати, дихати, вдихати, видихати, дихання, вдих, видих"],
["ЛЮДИНА","РИГАННЯ","HMNBurp","HMN","Human belches, burps.","відрижка, відрижка, гикавка"],
["ЛЮДИНА","КАШЕЛЬ","HMNCough","HMN","Human coughs and coughing.","хек, кхм, хрип, прочистити горло"],
["ЛЮДИНА","СЕРЦЕБИТТЯ","HMNHart","HMN","Heartbeats, both literal as in a Dr. office, and stylized or designed heartbeats.","прискорене серцебиття, бум"],
["ЛЮДИНА","ПОЦІЛУНОК","HMNKiss","HMN","Human kissing.","чмокання, чмокання"],
["ЛЮДИНА","РІЗНЕ","HMNMisc","HMN","Human sounds not fitting another category in this list.","різне"],
["ЛЮДИНА","СЕЧОВИПУСКАННЯ","HMNPee","HMN","Human urinating.","пісяти, мочитися, пісяти, мочитися, дзвеніти, дзенькати, дзижчати"],
["ЛЮДИНА","ШКІРА","HMNSkin","HMN","Human skin, Scratching, handshakes, skin on skin action, back rubbing, etc.","терти, дряпати, шкіру, свербіти, ляскати, хапати за руку, рукостискання, пестити, терти, розтирати"],
["ЛЮДИНА","ЧХАННЯ","HMNSneez","HMN","Human sneezing.","чхати, ах-чу"],
["ЛЮДИНА","НЮХАННЯ","HMNSniff","HMN","Human sniffing, smelling.","нюхати, нюхати, нюхати, нюхати, нюхати"],
["ЛЮДИНА","ХРОПІННЯ","HMNSnor","HMN","Human snoring.","хропіти, дзвеніти, перевантажений, важке дихання, апное"],
["ЛЮДИНА","ПЛЮВАННЯ","HMNSpit","HMN","Human spits.","плювати, харкати, випльовувати, плювальниця, слинка"],
["ЛЮДИНА","БЛЮВАННЯ","HMNVomit","HMN","Human vomiting.","блювати, блювати, блювати, блювати, блювати, блювати, блювати, блювати, блювати, блювати, блювати, блювати, морська хвороба"],
["ЛІД","ЛАМАННЯ","ICEBrk","ICE","Ice cracks, breaks, shatters. Any ice breaking that is fairly singular or isolated, large or small.","ламатися, тріщати, розриватися, розбиватися, хрустіти"],
["ЛІД","РОЗБИТТЯ ТА УЛАМКИ","ICECrsh","ICE","Ice large crashes and isolated debris go here. Iceberg calving.","розбиватися, падати, уламки"],
["ЛІД","ТЕРТЯ","ICEFric","ICE","Dry ice may go here, but often it's a metallic sound too, but ice scrapes, squeaks, creaks.","напружувати, шкребти, скрипіти, пищати, верещати"],
["ЛІД","УПРАВЛІННЯ","ICEHndl","ICE","Ice handling, picking up ice. Some overlap with ICE-MOVEMENT possible.","тримати, хапати, ставити, піднімати, ставити, кидати, ловити"],
["ЛІД","УДАР","ICEImpt","ICE","Pieces of ice dropping (without breaking). Ice hits, solid ice impacts that don't break.","бити, падати, ударяти, вдаряти, розбивати, дзвеніти, клацати, дзенькати, рубати"],
["ЛІД","РІЗНЕ","ICEMisc","ICE","Ice sounds not fitting another category in this list.","різне"],
["ЛІД","РУХ","ICEMvmt","ICE","Ice sliding or rattling, maybe an object sliding across ice. See also ICE-HANDLE.","тягнути, котити, торохтіти, трясти"],
["ЛІД","ТОНАЛЬНИЙ","ICETonl","ICE","Tonal ice sounds, probably fairly rare, but that ice ping on a frozen lake would be one example.","кланятися, дзвеніти, дзвеніти"],
["ЛАЗЕРИ","ПРОМІНЬ","LASRBeam","LASR","Steady laser beams, not a laser gun. So a James Bond style laser, a scientific laser.","промінь, гамма, промінь"],
["ЛАЗЕРИ","ЗБРОЯ","LASRGun","LASR","Classic laser guns, blasters, laser cannons. That thing that Ben Burtt made famous.","плазмова зброя, бластер, лазерна гармата"],
["ЛАЗЕРИ","ВЛУЧЕННЯ","LASRImpt","LASR","Classic laser impact sounds, from blaster hits.","лазер, бластер, удар, удар, шипіння"],
["ЛАЗЕРИ","РІЗНЕ","LASRMisc","LASR","Laser sounds not fitting another category in this list.","різне"],
["ШКІРА","СКРИП","LETHRCreak","LETHR","Leather creaks, jacket and bag creaks, saddle movements. Any creaking leather.","скрип, стрес, напруга"],
["ШКІРА","УПРАВЛІННЯ","LETHRHndl","LETHR","Leather handling, picking up a leather bag, putting on a leather jacket maybe. Some overlap with LEATHER-MOVEMENT possible.","тримати, хапати, ставити, піднімати, ставити, кидати, ловити"],
["ШКІРА","УДАР","LETHRImpt","LETHR","Hits and impacts of leather, leather bag or saddle dropping.","вдарити, вдарити, схопити, стукнути, грюкнути"],
["ШКІРА","РІЗНЕ","LETHRMisc","LETHR","Leather sounds not fitting another category in this list.","різне"],
["ШКІРА","РУХ","LETHRMvmt","LETHR","Movement of Leather, definitely overlap with LEATHER-CREAK and LEATHER-HANDLE.","ляскати, плескати, шурхотіти, шелестіти, рухатися, ковзати"],
["РІДИНА ТА БРУД","БУЛЬКАННЯ","LIQBubl","LIQ","Mud and thicker than water, thick bubbles, viscous liquid. Things like Oil, gloopy thick liquids.","бульбашка, піна, хлопок, багнюка"],
["РІДИНА ТА БРУД","СПЛЕСК","LIQImpt","LIQ","Mud and thicker than water, Splats and hit. Things like Oil, gloopy thick liquids.","хлюпнути, хлюпнути, вдарити, вдарити, шльопнути, хлюпнути, хлюпнути, хлюпнути, хлюпнути, хлюпнути, хлюпнути, хлюпнути"],
["РІДИНА ТА БРУД","РІЗНЕ","LIQMisc","LIQ","Mud and thicker than water sounds not fitting another category in this list.","різне"],
["РІДИНА ТА БРУД","РУХ","LIQMvmt","LIQ","Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.","сочитися, слиз, липнути, багнюка"],
["РІДИНА ТА БРУД","ВСМОКТУВАННЯ","LIQSuct","LIQ","Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.","всмоктування, хлюпання, хлюпання, хлюпання, хлюпання, багнюка"],
["МАШИНИ","АТРАКЦІОНИ","MACHAmus","MACH","Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.","американські гірки, карусель, скремблер, карусель, дитячий атракціон, атракціон у парку розваг, пінбол, скібол"],
["МАШИНИ","СТАРОВИННІ","MACHAntq","MACH","Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","друкарський верстат, швейна машина, прес для оливок, маслоробка"],
["МАШИНИ","ПОБУТОВІ ПРИЛАДИ","MACHAppl","MACH","General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","духова шафа, холодильник, блендер, кухонний комбайн, фен, льодогенератор, пральна машина, сушарка, праска, кавоварка, посудомийна машина, електричний консервний ніж, сміттєпровід, зволожувач повітря, осушувач повітря, швейна машина, тостер, вафельниця, сковорідка, плита"],
["МАШИНИ","БУДІВНИЦТВО","MACHCnst","MACH","A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","кран, бетономішалка, дробарка для дерева"],
["МАШИНИ","ЛІФТ","MACHElev","MACH","Elevator movement and doors would go here.","патерностер, вантажний ліфт, пасажирський ліфт, підйомник"],
["МАШИНИ","ЕСКАЛАТОР","MACHEscl","MACH","Escalators and moving walkways would go here.","травелатор, рухома доріжка"],
["МАШИНИ","ВЕНТИЛЯТОР","MACHFan","MACH","Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.","вентилятор, стельовий вентилятор, канальний вентилятор, промисловий вентилятор, безлопатевий вентилятор"],
["МАШИНИ","САД","MACHGrdn","MACH","Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","газонокосарка, прополювач, кромкоріз, бензопила, тример, мотопила, мульчер, культиватор"],
["МАШИНИ","ТРЕНАЖЕРНИЙ ЗАЛ","MACHGym","MACH","Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","бігова доріжка, еліптична, гребний тренажер, велотренажер, велотренажер, велотренажер стаціонарний, бігова доріжка, сходовий підйомник."],
["МАШИНИ","ВИСОКОТЕХНОЛОГІЧНІ","MACHTech","MACH","Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","гаджет, цифровий, портативний"],
["МАШИНИ","ОПАЛЕННЯ ВЕНТИЛЯЦІЯ ТА КОНДИЦІЮВАННЯ","MACHHvac","MACH","Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","кондиціонер, кондиціонер, опалення."],
["МАШИНИ","ПРОМИСЛОВІ","MACHInd","MACH","Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","гідравлічний прес, конвеєр, лікеро-горілчаний завод, пуансонний прес, формовий прес+F437:F450"],
["МАШИНИ","МЕХАНІЗМ","MACHMech","MACH","Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","головоломка, рубе гольдберг, ґізмо"],
["МАШИНИ","МЕДИЧНІ","MACHMed","MACH","Machines typically found in a hospital, medical lab or Doctor's office.","рентгенівські апарати, МРТ, сканування кішок, сканування домашніх тварин, апарат для вимірювання артеріального тиску, лабораторний аналізатор, центрифуга, апарат штучної вентиляції легенів, дефібрилятор"],
["МАШИНИ","РІЗНЕ","MACHMisc","MACH","Machine sounds not fitting another category in this list. See also MOTOR category.","різне"],
["МАШИНИ","ОФІС","MACHOffc","MACH","Machines typically found in an office, such as printers and copy machines.","факс, факсимільний апарат, телефакс, копіювальний апарат, принтер, шредер, ксерокс, ксерокс, ксерокс, мімеограф, лазерний принтер, струменевий, знищувач паперу, плоттер"],
["МАШИНИ","НАСОС","MACHPump","MACH","Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","водяний насос, дренажний насос, компресор, повітряний компресор"],
["МАГІЯ","БІЛА","MAGAngl","MAG","Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","святий, небесний, ефірний, божественний, духовний, блаженний, праведний, святий"],
["МАГІЯ","СТИХІЯ","MAGElem","MAG","Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","вогонь, вода, земля, електрика, повітря, вітер"],
["МАГІЯ","ЧОРНА","MAGEvil","MAG","Evil magic, ominous, dark magic. Voldemort type stuff.","темний, диявол, викликати, некромантия, вуду, чорна магія, заборонений"],
["МАГІЯ","РІЗНЕ","MAGMisc","MAG","Magic sounds not fitting another category in this list.","різне"],
["МАГІЯ","ФРАЗА","MAGPoof","MAG","Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast"],
["МАГІЯ","БЛИСК","MAGShim","MAG","Glassy or chime-like shimmers, waves of particle type magic.","мерехтіти, виблискувати, дзвіночок, дзвоник, передзвін, блищати, виблискувати, блиск, мерехтіння, сяйво, мерехтіння, відблиск, відблиск"],
["МАГІЯ","ЗАКЛИНАННЯ","MAGSpel","MAG","Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.","відьма, чарівник, чаклун, заклинання, заклинання, заклинання, гекс, руна, чаклунство, зачаровувати, заклинання, зачаровувати, зачаровувати, заклинання, прокляття, транс"],
["МЕХАНІЗМИ","КЛАЦАННЯ","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","клацати, клацати, клацати, клацати, перемикач, кнопка"],
["МЕХАНІЗМИ","ШЕСТІРНЯ","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","шестерня, гвинтик, шестерня, рейка, передача, зубчасте колесо, зубчасте колесо, маховик, маховик"],
["МЕХАНІЗМИ","ГІДРАВЛІЧНІ ТА ПНЕВМАТИЧНІ","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","гідравлічний, пневматичний, напірний, клапан"],
["МЕХАНІЗМИ","ЗАСУВКА","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","засувка, фурнітура, замок, застібка, защіпка, шпилька, болт"],
["МЕХАНІЗМИ","ВАЖІЛЬ","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","важіль, перемикач, клацання, клацання"],
["МЕХАНІЗМИ","ЗАМОК","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","навісний замок, засув"],
["МЕХАНІЗМИ","РІЗНЕ","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","різне"],
["МЕХАНІЗМИ","ПІДЙОМНИЙ ШКІВ","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","писк, цвірінькання, перекочування"],
["МЕХАНІЗМИ","КЛЮЧ З ТРЕЩІТКОЮ","MECHRtch","MECH","That sound a ratchet makes.","тріскачка, клацати, клацати, заводити, кривошип, лебідка"],
["МЕХАНІЗМИ","ПЕРЕКИДНЕ ТАБЛО","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","перекидання, перемикання, клацання"],
["МЕХАНІЗМИ","РОЛИК","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","вал, ремінь, карданний вал"],
["МЕХАНІЗМИ","ПЕРЕМИКАЧ","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","перемикач, клацання, клацання, перемикання, кнопка"],
["МЕТАЛ","ЛАМАННЯ","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","ламатися, тріщати, розриватися, розбиватися, хрустіти"],
["МЕТАЛ","РОЗБИТТЯ ТА УЛАМКИ","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","аварія, падіння, уламки"],
["МЕТАЛ","ТЕРТЯ","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","напружувати, шкрябати, скрипіти, скрипіти, скрипіти, скрипіти"],
["МЕТАЛ","УПРАВЛІННЯ","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","тримати, хапати, ставити, піднімати, ставити, кидати, ловити"],
["МЕТАЛ","УДАР","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","бити, кидати, вдаряти, ударяти, розбивати, грюкати, дзвеніти"],
["МЕТАЛ","РІЗНЕ","METLMisc","METL","Metal sounds not fitting another category in this list.","різне"],
["МЕТАЛ","РУХ","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","тягнути, котити, торохтіти, трясти"],
["МЕТАЛ","ТОНАЛЬНИЙ","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","кланятися, дзвеніти, дзвеніти, дзвеніти, дзвеніти, викривлятися, гнутися, резонувати"],
["ДВИГУНИ","СТАРОВИННІ","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","гасовий двигун, парафіновий двигун"],
["ДВИГУНИ","ВНУТРІШНЬОГО ЗГОРЯННЯ","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","дизельний двигун, газовий двигун, двигун внутрішнього згоряння, двотактний двигун"],
["ДВИГУНИ","ЕЛЕКТРИЧНІ","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","зубна щітка, електробритва, електродвигун, електродвигун, сміттєпровід, бормашина, стоматологічна бормашина"],
["ДВИГУНИ","РІЗНЕ","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","різне"],
["ДВИГУНИ","СЕРВОПРИВОДИ","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","робот, рк машина, фокусер для фотоапарата, автомобільна антена, принтер"],
["ДВИГУНИ","ТУРБІНА","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","вітряк, літак, літак, генератор"],
["РУХ","АКТИВНІСТЬ","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","діяльність, переїзд, прибирання, покупки, розпакування"],
["РУХ","ТВАРИНА","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","тиснява, стадо, натовп, атака, топтання, штовханина"],
["РУХ","ІСТОТА","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","ковзати, повзти, ковзати, звиватися, звиватися"],
["РУХ","НАТОВП","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","ходити, бігти, марширувати, мчати, шкандибати, шкандибати, сидіти, стояти, лежати, ковзати, стрибати, перестрибувати"],
["РУХ","ЛЮДИНА","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","ходити, бігати, марширувати, мчати, човгати, шаркати, штовхатися, сидіти, стояти, лежати, ковзати, стрибати, перестрибувати"],
["РУХ","КОМАХА","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","роїтися, роїтися, роїтися, роїтися, роїтися, роїтися, роїтися, роїтися, роїтися, роїтися"],
["РУХ","РІЗНЕ","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","різне"],
["РУХ","ПРИСУТНІСТЬ","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","підлаштовуватися, тасуватися, штовхатися, штовхатися, легкий рух, зсув"],
["МУЗИКА","ДЗВОНИ","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","трубчасті дзвони, карильйон, гамелан, співоча чаша, ручний дзвіночок, коров'ячий дзвіночок, гонг, гамелан, агунг, чашковий гонг, там-там"],
["МУЗИКА","МІДНІ ДУХОВІ ІНСТРУМЕНТИ","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","туба, валторна, тромбон, труба, мелофон, ейфорія, сусафон, флюгельгорн, горн, саксофон, корнет"],
["МУЗИКА","ДЗВІНОЧКИ","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","духовий, дзвіночок, дзвіночок, дзенькіт, дзенькіт, мерехтіння, мерехтіння"],
["МУЗИКА","ХОРОВА","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","хор, хоровий, госпел, церковний"],
["МУЗИКА","ЕКСПЕРИМЕНТАЛЬНА","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","теремін, скляна арфа, пірофон, стилофон, кришталевий баскет, електрифікований кактус, еолова духова арфа"],
["МУЗИКА","ІНСТРУМЕНТ","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","інструмент"],
["МУЗИКА","КЛАВІШНА","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","фортепіано, орган, клавесин, акордеон, мелодика, челеста, спінет, клавінет, клавікорд, фісгармонія, дульцитон"],
["МУЗИКА","ПЕТЛЯ","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","музичні петлі, петлі семплів, барабанні петлі"],
["МУЗИКА","РІЗНЕ","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","різне, губна гармошка, казу"],
["МУЗИКА","УДАРНІ ІНСТРУМЕНТИ","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","литаври, литаври, бас-барабан, томи, бойові барабани, тайко, кік-барабан, малий барабан"],
["МУЗИКА","ІДІОФОНИ","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","глокеншпіль, ксилофон, вібрафон, металофон, дзвонова ліра, сталевий барабан, маримба"],
["МУЗИКА","ВИСТУП","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","група, вуличний музикант, живий концерт, шоу, нічний клуб, "],
["МУЗИКА","ЩИПКОВІ ІНСТРУМЕНТИ","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","гітара, банджо, укелеле, арфа, акустична гітара, бас-гітара, мандоліна, балалайка, ситар, піпа, пальцеве піаніно, щелепна арфа, цитра, балалайка, автоарфа, кора, лютня, ліра, уд, тамбура, каримба"],
["МУЗИКА","СЕМПЛ","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","семпли, сирі семпли, one-shot"],
["МУЗИКА","ПЕРКУСІЙНІ ІНСТРУМЕНТИ","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","маракаси, бубон, брязкальця, дощова паличка, шекере, шейкер, шейкер для яєць, чайча, мавпяча паличка, каца, систрум, шейкер, кабаса"],
["МУЗИКА","ПІСНЯ ТА ФРАЗА","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","музика, програвач піаніно, мелодія, музична машина, фраза"],
["МУЗИКА","АКЦЕНТ","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","музичний хіт, новина хіт, заголовок"],
["МУЗИКА","СТРУННІ ІНСТРУМЕНТИ","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","скрипка, віолончель, альт, віолончель, бас, контрабас"],
["МУЗИКА","СИНТЕЗОВАНА","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","синтезатор, moog, casio, roland, arp, синтезатор, oberheim, minimoog, yamaha, korg"],
["МУЗИКА","ІГРАШКА","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","музична шкатулка, jack in the box"],
